time(ms),Red,IR
6586.003692,3296.0625,7663.25
6593.825886,3298.125,7669.125
6601.64808,3297.9375,7672.9375
6609.470274,3299.9375,7681.6875
6617.292468,3302.5625,7687.4375
6625.114662,3304.375,7692.5
6632.936856,3306.0,7697.375
6640.75905,3306.875,7702.6875
6648.581244,3306.0,7707.875
6656.403438,3307.9375,7712.6875
6664.225632,3309.75,7718.6875
6672.047826,3309.3125,7723.1875
6679.87002,3310.0625,7730.0
6687.692214,3313.0625,7733.0625
6695.514408,3312.0,7739.375
6703.336602,3312.125,7742.375
6711.158796,3314.6875,7746.8125
6718.98099,3317.75,7753.4375
6726.803184,3316.125,7758.0625
6734.625378,3318.0625,7764.375
6742.447572,3319.0625,7768.875
6750.269766,3321.625,7772.625
6758.09196,3321.0625,7779.625
6765.914154,3322.9375,7785.1875
6773.736348,3324.0625,7789.5
6781.558542,3325.625,7795.0
6789.380736,3325.625,7799.6875
6797.20293,3327.9375,7800.875
6805.025124,3324.4375,7797.1875
6812.847318,3322.25,7784.9375
6820.669512,3316.6875,7761.5
6828.491706,3306.9375,7728.25
6836.3139,3297.9375,7684.8125
6844.136094,3284.875,7635.5
6851.958288,3273.8125,7583.0625
6859.780482,3261.25,7535.75
6867.602676,3249.0625,7486.1875
6875.42487,3241.0625,7445.1875
6883.247064,3232.3125,7404.875
6891.069258,3223.8125,7372.0
6898.891452,3220.5625,7348.5
6906.713646,3215.0,7326.125
6914.53584,3213.125,7310.875
6922.358034,3211.4375,7299.875
6930.180228,3209.0,7291.5625
6938.002422,3208.125,7285.8125
6945.824616,3207.4375,7281.1875
6953.64681,3209.375,7280.0
6961.469004,3207.25,7280.375
6969.291198,3207.5625,7280.25
6977.113392,3209.75,7283.25
6984.935586,3210.6875,7284.5625
6992.75778,3211.75,7285.6875
7000.579974,3211.9375,7290.5625
7008.402168,3214.0,7293.375
7016.224362,3214.625,7296.9375
7024.046556,3215.9375,7303.25
7031.86875,3215.25,7305.6875
7039.690944,3217.5625,7310.0625
7047.513138,3218.0,7315.3125
7055.335332,3221.4375,7322.3125
7063.157526,3223.3125,7333.9375
7070.97972,3225.125,7342.6875
7078.801914,3230.3125,7355.1875
7086.624108,3232.875,7370.0625
7094.446302,3235.6875,7383.8125
7102.268496,3241.375,7398.25
7110.09069,3243.875,7414.875
7117.912884,3247.125,7428.4375
7125.735078,3250.625,7438.4375
7133.557272,3252.25,7448.75
7141.379466,3252.6875,7456.1875
7149.20166,3254.375,7461.5
7157.023854,3254.6875,7466.875
7164.846048,3255.6875,7464.0625
7172.668242,3257.0625,7465.5625
7180.490436,3254.4375,7464.875
7188.31263,3253.6875,7461.5
7196.134824,3254.375,7462.0625
7203.957018,3253.3125,7456.8125
7211.779212,3254.0,7459.375
7219.601406,3254.375,7458.0
7227.4236,3251.25,7459.375
7235.245794,3252.0625,7459.0
7243.067988,3254.8125,7461.625
7250.890182,3254.25,7462.5
7258.712376,3254.4375,7466.375
7266.53457,3256.25,7471.875
7274.356764,3255.9375,7476.5
7282.178958,3259.9375,7482.8125
7290.001152,3259.6875,7487.9375
7297.823346,3262.8125,7494.625
7305.64554,3263.875,7502.0625
7313.467734,3265.9375,7507.875
7321.289928,3266.0625,7517.0625
7329.112122,3269.75,7524.25
7336.934316,3271.375,7530.5
7344.75651,3271.3125,7538.4375
7352.578704,3274.9375,7548.5
7360.400898,3275.25,7555.25
7368.223092,3278.125,7562.25
7376.045286,3279.3125,7570.8125
7383.86748,3281.75,7578.375
7391.689674,3282.75,7587.8125
7399.511868,3284.5,7595.0
7407.334062,3285.5,7601.375
7415.156256,3287.8125,7609.8125
7422.97845,3289.0,7617.5
7430.800644,3292.0,7624.9375
7438.622838,3293.25,7632.125
7446.445032,3294.4375,7638.5
7454.267226,3297.4375,7647.25
7462.08942,3299.1875,7651.4375
7469.911614,3299.1875,7657.8125
7477.733808,3301.25,7666.0625
7485.556002,3303.0,7671.375
7493.378196,3303.6875,7677.125
7501.20039,3304.875,7683.75
7509.022584,3305.4375,7691.0625
7516.844778,3307.4375,7695.0625
7524.666972,3310.25,7700.6875
7532.489166,3312.0,7705.9375
7540.31136,3311.25,7708.75
7548.133554,3313.25,7716.375
7555.955748,3313.875,7722.5625
7563.777942,3315.75,7726.0625
7571.600136,3317.0,7731.3125
7579.42233,3316.5,7736.875
7587.244524,3317.25,7741.3125
7595.066718,3319.0,7744.5625
7602.888912,3319.75,7749.375
7610.711106,3321.5,7756.25
7618.5333,3322.625,7761.6875
7626.355494,3325.75,7765.1875
7634.177688,3324.375,7773.4375
7641.999882,3327.0,7777.125
7649.822076,3328.125,7784.3125
7657.64427,3331.0625,7791.25
7665.466464,3329.5625,7794.1875
7673.288658,3332.375,7804.75
7681.110852,3334.125,7805.3125
7688.933046,3333.9375,7808.1875
7696.75524,3332.625,7804.3125
7704.577434,3327.5,7789.375
7712.399628,3322.125,7763.75
7720.221822,3311.1875,7724.125
7728.044016,3301.0625,7676.875
7735.86621,3290.625,7624.375
7743.688404,3277.5625,7569.5625
7751.510598,3263.625,7517.3125
7759.332792,3253.5,7465.0
7767.154986,3243.875,7421.875
7774.97718,3234.1875,7384.3125
7782.799374,3228.125,7352.25
7790.621568,3222.0625,7324.875
7798.443762,3218.625,7301.5
7806.265956,3213.25,7286.1875
7814.08815,3212.8125,7273.125
7821.910344,3209.75,7261.25
7829.732538,3209.9375,7255.375
7837.554732,3209.8125,7251.1875
7845.376926,3208.3125,7246.0625
7853.19912,3209.625,7243.0625
7861.021314,3208.8125,7242.8125
7868.843508,3208.3125,7240.5
7876.665702,3209.9375,7242.4375
7884.487896,3209.25,7244.125
7892.31009,3210.6875,7245.25
7900.132284,3210.6875,7246.9375
7907.954478,3213.125,7250.875
7915.776672,3212.875,7253.6875
7923.598866,3215.25,7255.1875
7931.42106,3217.0625,7258.875
7939.243254,3217.25,7263.5625
7947.065448,3219.6875,7269.875
7954.887642,3221.0625,7275.1875
7962.709836,3221.0625,7283.25
7970.53203,3224.625,7292.3125
7978.354224,3228.0625,7304.75
7986.176418,3229.75,7318.4375
7993.998612,3235.75,7333.875
8001.820806,3237.375,7349.125
8009.643,3242.0,7363.125
8017.465234,3245.875,7379.75
8025.287428,3248.8125,7394.1875
8033.109622,3251.25,7404.5
8040.931816,3254.625,7416.625
8048.75401,3256.25,7423.1875
8056.576204,3258.25,7429.4375
8064.398398,3258.4375,7437.0
8072.220592,3258.4375,7439.125
8080.042786,3259.375,7443.75
8087.86498,3260.9375,7447.1875
8095.687174,3259.0,7446.125
8103.509368,3260.0,7446.1875
8111.331562,3259.75,7446.9375
8119.153756,3261.3125,7446.625
8126.97595,3261.875,7451.1875
8134.798144,3263.125,7454.3125
8142.620338,3261.6875,7455.125
8150.442532,3262.75,7458.5
8158.264726,3263.75,7462.0
8166.08692,3263.6875,7466.8125
8173.909114,3266.4375,7470.125
8181.731308,3266.875,7476.75
8189.553502,3270.4375,7483.25
8197.375696,3269.0625,7488.625
8205.19789,3270.625,7494.3125
8213.020084,3273.375,7502.4375
8220.842278,3274.375,7511.375
8228.664472,3276.6875,7521.1875
8236.486666,3278.0,7527.9375
8244.30886,3279.25,7535.75
8252.131054,3282.875,7543.3125
8259.953248,3286.625,7550.3125
8267.775442,3286.9375,7560.1875
8275.597636,3289.5,7570.25
8283.41983,3291.0,7578.4375
8291.242024,3294.375,7587.3125
8299.064218,3292.9375,7594.0
8306.886412,3296.5625,7605.0
8314.708606,3296.1875,7609.875
8322.5308,3301.9375,7617.9375
8330.352994,3302.625,7626.1875
8338.175188,3302.5625,7633.625
8345.997382,3306.5,7643.4375
8353.819576,3307.1875,7648.25
8361.64177,3308.875,7655.625
8369.463964,3310.8125,7665.1875
8377.286158,3312.4375,7671.4375
8385.108352,3313.875,7676.3125
8392.930546,3314.5,7683.5625
8400.75274,3316.4375,7688.875
8408.574934,3317.1875,7696.875
8416.397128,3318.5625,7702.1875
8424.219322,3318.9375,7708.1875
8432.041516,3322.5625,7715.1875
8439.86371,3322.1875,7722.6875
8447.685904,3325.125,7726.9375
8455.508098,3326.3125,7733.0625
8463.330292,3327.4375,7737.9375
8471.152486,3329.9375,7744.4375
8478.97468,3330.625,7751.375
8486.796874,3331.5,7755.4375
8494.619068,3334.0625,7763.5
8502.441262,3334.0625,7768.0
8510.263456,3335.9375,7772.9375
8518.08565,3336.0625,7779.9375
8525.907844,3338.3125,7785.0
8533.730038,3338.75,7791.25
8541.552232,3340.5,7795.6875
8549.374426,3342.8125,7799.25
8557.19662,3343.3125,7804.8125
8565.018814,3345.25,7812.125
8572.841008,3345.75,7813.125
8580.663202,3345.75,7820.8125
8588.485396,3347.6875,7828.0625
8596.30759,3349.9375,7829.9375
8604.129784,3349.625,7836.0625
8611.951978,3350.125,7841.25
8619.774172,3352.6875,7846.75
8627.596366,3353.9375,7853.8125
